time,latitude,longitude,depth,magnitude,place
1601782523166,-12.4717,166.5355,93.46,5.1,"190 km NW of Sola, Vanuatu"
1601742606964,-7.1745,150.0739,19.0,5.4,"121 km SSE of Kandrian, Papua New Guinea"
1601731367271,69.2919,-29.8937,10.0,5.3,eastern Greenland
1601727987715,29.8895,130.7336,34.17,5.1,"42 km SSE of Koshima, Japan"
1601717491262,33.4766,140.9412,28.85,5.8,"193 km SSE of Katsuura, Japan"
1601681476079,18.7253,145.916,109.96,5.2,"Pagan region, Northern Mariana Islands"
1601644586874,-17.1154,167.602,10.06,5.1,"102 km NW of Port-Vila, Vanuatu"
1601633853283,-62.3622,-58.2612,10.0,5.7,South Shetland Islands
1601576136036,-6.3612,130.738,101.97,5.0,"237 km WSW of Tual, Indonesia"
1601550338322,36.7385,26.7488,154.43,5.0,"Dodecanese Islands, Greece"
1601548485149,-5.9961,148.6656,74.0,6.1,"100 km WNW of Kandrian, Papua New Guinea"
1601547907728,51.6673,-174.9166,40.2,5.3,"76 km SW of Atka, Alaska"
1601514816524,-19.5385,-174.1217,28.0,6.4,"39 km NE of Pangai, Tonga"
1601503847184,9.2267,126.7042,10.0,5.1,"55 km ENE of La Paz, Philippines"
1601494523743,-17.019,167.7633,9.98,5.3,"98 km NW of Port-Vila, Vanuatu"
1601440640137,24.8826,122.0753,106.01,5.0,"34 km SE of Jiufen, Taiwan"
1601406078275,-15.1492,-174.055,10.0,5.1,"93 km NNW of Hihifo, Tonga"
1601341433888,13.4292,145.88,10.0,5.1,"107 km E of Yigo Village, Guam"
1601338657345,-33.5474,-178.2136,10.0,5.0,south of the Kermadec Islands
1601282800187,-60.3765,-28.7083,10.0,5.1,South Sandwich Islands region
1601261060267,51.9534,-169.6077,15.49,5.2,"120 km SSW of Nikolski, Alaska"
1601227662182,34.1448,78.1519,10.0,5.0,"52 km E of Leh, India"
1601199656522,14.2028,-90.7908,109.83,5.3,"6 km E of Masagua, Guatemala"
1601179937740,51.8905,-169.6828,17.0,5.5,"129 km SSW of Nikolski, Alaska"
1601166924843,-57.1978,-147.7196,10.0,5.5,Pacific-Antarctic Ridge
1601160625082,39.9847,24.3349,10.38,5.4,"31 km SSE of Karyes, Greece"
1601140222462,-48.0249,31.7404,10.0,6.1,south of Africa
1601099215523,38.1981,56.051,10.0,5.2,"88 km SSW of Serdar, Turkmenistan"
1601031433221,34.2487,78.2058,10.0,5.3,"58 km E of Leh, India"
1601006091351,-60.1332,-26.2439,10.0,5.0,South Sandwich Islands region
1600988490369,27.1573,-111.4068,10.0,5.3,"64 km ENE of Mulegé, Mexico"
1600914453091,9.3453,126.4033,20.75,5.0,"24 km ENE of Cortes, Philippines"
1600914358463,9.3766,126.672,12.9,5.2,"53 km ENE of Cortes, Philippines"
1600907269022,-0.2363,-18.8067,10.0,5.8,central Mid-Atlantic Ridge
1600818826911,-62.3247,-58.3878,10.0,5.2,South Shetland Islands
1600818253170,-62.3157,-58.181,10.0,5.2,South Shetland Islands
1600737544256,-6.8396,129.3703,174.38,5.0,Banda Sea
1600734035082,12.7999,143.8689,10.0,5.0,"100 km WSW of Merizo Village, Guam"
1600711497669,51.8569,103.4802,10.0,5.5,"21 km NW of Kultuk, Russia"
1600695435082,-4.0426,-104.3789,10.0,5.8,central East Pacific Rise
1600691276936,-4.0856,-104.2252,10.0,5.5,central East Pacific Rise
1600640509011,9.4079,126.9433,10.0,5.3,"83 km E of Cortes, Philippines"
1600639995030,9.2643,126.6862,9.0,5.6,"54 km E of Cortes, Philippines"
1600628887568,38.0178,34.0419,10.0,5.1,"22 km NE of Emirgazi, Turkey"
1600620904012,-6.6024,153.841,10.0,5.0,"184 km W of Panguna, Papua New Guinea"
1600608507795,6.665,125.5523,180.54,5.0,"13 km ENE of Tanlad, Philippines"
1600594936757,2.586,-95.2352,10.0,5.5,"Galapagos Islands, Ecuador region"
1600567145610,22.9861,93.7677,53.56,5.1,"12 km NE of Falam, Myanmar"
1600557767168,-11.5617,165.1782,10.0,5.0,"114 km SW of Lata, Solomon Islands"
1600549771865,-37.5237,77.8874,10.0,5.8,Mid-Indian Ridge
1600513912717,-62.4437,-58.3633,10.0,5.3,South Shetland Islands
1600465439027,0.9298,-26.8533,10.0,6.9,central Mid-Atlantic Ridge
1600462788574,-5.6311,146.9786,134.54,5.2,"120 km N of Lae, Papua New Guinea"
1600454608149,2.3965,126.8005,31.9,5.2,"153 km WNW of Tobelo, Indonesia"
1600451269565,38.0113,73.6916,36.3,5.1,"29 km SW of Murghob, Tajikistan"
1600446497575,35.0368,25.3034,44.0,5.9,"12 km SSE of Arkalochóri, Greece"
1600362091953,-16.5183,-177.2594,10.0,5.5,"260 km SSE of Alo, Wallis and Futuna"
1600338745906,-6.7598,129.3659,185.0,5.5,Banda Sea
1600313256174,-6.2239,154.8729,71.76,5.0,"68 km W of Panguna, Papua New Guinea"
1600311618282,7.7831,-37.0931,10.0,5.7,central Mid-Atlantic Ridge
1600305239399,15.2631,-92.4356,95.58,5.2,"7 km SW of Belisario Domínguez, Mexico"
1600245868666,-22.3056,171.5856,102.0,5.7,southeast of the Loyalty Islands
1600212843386,27.8464,85.8765,10.0,5.3,"14 km SSW of Kod?ri??, Nepal"
1600184309002,-6.8085,150.425,10.0,5.0,"117 km SE of Kandrian, Papua New Guinea"
1600143136258,-15.1075,179.8718,10.0,5.9,"156 km NNE of Labasa, Fiji"
1600141288036,55.9733,158.3783,344.0,6.4,"21 km WNW of Esso, Russia"
1600070830905,10.5269,145.8497,10.0,5.0,south of the Mariana Islands
1600021732194,4.2449,96.6838,121.54,5.0,"62 km E of Meulaboh, Indonesia"
1600004546407,48.9321,142.0866,10.0,5.0,"16 km S of Uglegorsk, Russia"
1599997644723,-32.8356,-178.6311,35.0,5.0,south of the Kermadec Islands
1599992899791,-6.0618,147.0232,58.03,5.2,"73 km N of Lae, Papua New Guinea"
1599942379258,-7.3028,128.4334,138.93,5.2,"207 km NE of Lospalos, Timor Leste"
1599899667321,-17.2562,167.6792,10.0,5.9,"85 km NW of Port-Vila, Vanuatu"
1599893242581,-14.8355,167.3917,133.8,5.1,"41 km ENE of Port-Olry, Vanuatu"
1599879043442,38.6814,142.3417,38.76,5.0,"69 km SE of ?funato, Japan"
1599878651224,38.7482,142.2446,34.0,6.1,"58 km SE of ?funato, Japan"
1599878249903,-17.8804,-178.0054,559.66,5.6,"284 km E of Levuka, Fiji"
1599868452420,-15.562,-13.2277,10.0,5.0,southern Mid-Atlantic Ridge
1599867964489,-15.5635,-12.7759,10.0,5.0,southern Mid-Atlantic Ridge
1599862435059,42.4938,141.5447,131.61,5.0,"16 km SSW of Tomakomai, Japan"
1599809757187,-21.3968,-69.9096,51.0,6.2,"82 km NNE of Tocopilla, Chile"
1599692155206,-14.7789,-175.9243,310.61,5.2,"167 km S of Mata-Utu, Wallis and Futuna"
1599649029384,-6.2415,154.4417,30.92,5.4,"115 km W of Panguna, Papua New Guinea"
1599635920291,4.1773,126.6447,17.0,5.7,"188 km SE of Sarangani, Philippines"
1599622874937,4.177,126.6843,10.0,5.4,"191 km SE of Sarangani, Philippines"
1599553733492,-15.1737,-172.9796,25.0,5.4,"123 km NE of Hihifo, Tonga"
1599539822589,-1.14,98.4985,10.0,5.0,"189 km WSW of Pariaman, Indonesia"
1599533894603,27.0437,127.8829,57.7,5.0,"48 km NNW of Nago, Japan"
1599525920853,-4.8713,129.7548,172.0,5.9,"193 km SSE of Amahai, Indonesia"
1599500444173,-24.5115,-111.9893,10.0,5.6,Easter Island region
1599460154938,-17.1622,168.5076,10.0,5.7,"66 km NNE of Port-Vila, Vanuatu"
1599459159688,-17.1102,168.5034,10.0,6.2,"72 km NNE of Port-Vila, Vanuatu"
1599453685994,-17.0887,167.78,10.0,5.0,"91 km NW of Port-Vila, Vanuatu"
1599436918228,-52.3832,-55.2649,10.0,5.0,Falkland Islands region
1599428066684,36.9796,55.1103,10.0,5.3,"13 km SSW of ?z?dshahr, Iran"
1599428029084,36.6583,141.5674,31.19,5.1,"74 km ESE of Kitaibaraki, Japan"
1599425501218,-3.5858,140.3876,61.3,5.0,"112 km SSW of Abepura, Indonesia"
1599407825848,-5.5588,152.6503,10.0,5.2,"140 km SSE of Kokopo, Papua New Guinea"
1599405823148,6.2693,125.8285,120.0,6.3,"17 km E of Talagutong, Philippines"
1599404119447,-20.7035,-173.5713,10.0,5.5,"127 km SE of Pangai, Tonga"
1599375078470,7.6829,-37.1544,10.0,6.7,central Mid-Atlantic Ridge
1599374315639,47.7718,-27.5197,10.0,5.0,northern Mid-Atlantic Ridge
1599367160443,-17.1215,167.7808,10.0,5.4,"88 km NW of Port-Vila, Vanuatu"
1599366050790,-17.1708,167.6572,10.0,5.1,"93 km NW of Port-Vila, Vanuatu"
1599361156073,-17.1562,167.5321,10.0,6.2,"104 km NW of Port-Vila, Vanuatu"
1599355018935,-30.3388,-71.4912,30.0,6.3,"40 km NW of Ovalle, Chile"
1599351670820,1.6686,126.5621,30.0,5.9,"133 km NW of Ternate, Indonesia"
1599241603975,8.3541,-82.8145,10.0,5.3,"1 km NNW of Manaca Norte, Panama"
1599241521829,8.3579,-82.9722,13.17,5.6,"11 km WSW of Finca Blanco, Panama"
1599215991305,-32.5743,-178.3865,10.0,5.2,south of the Kermadec Islands
1599195630232,-6.3336,129.1936,234.9,5.2,Banda Sea
1599189817455,-52.4722,13.4697,10.0,5.0,southwest of Africa
1599175780233,-62.3925,-58.1373,10.0,5.0,South Shetland Islands
1599169509203,37.1282,142.5643,35.0,5.3,"144 km ESE of Namie, Japan"
1599148975155,-4.4773,102.5889,54.02,5.3,"83 km SSE of Bengkulu, Indonesia"
1599100442313,-14.5868,167.9641,10.0,5.0,"90 km SSE of Sola, Vanuatu"
1599080963428,6.1076,-79.9148,10.0,5.3,"143 km SSE of Cambutal, Panama"
1599066302281,-32.317,-179.4204,18.9,5.1,south of the Kermadec Islands
1599042944364,43.135,145.7946,55.67,5.0,"27 km SE of Nemuro, Japan"
1599006072864,-56.0972,-27.6801,120.53,5.1,South Sandwich Islands region
1599002231942,-56.28,-143.9403,10.0,5.3,Pacific-Antarctic Ridge
1598994557852,-27.9162,-71.3701,16.0,6.5,"94 km NW of Vallenar, Chile"
1598980402241,-27.8784,-71.3901,16.25,5.0,"99 km NW of Vallenar, Chile"
1598957779138,-62.397,-58.205,10.0,5.3,South Shetland Islands
1598956312471,-27.8691,-71.3922,22.0,5.7,"99 km NW of Vallenar, Chile"
1598943685574,-27.9964,-71.3814,18.11,5.8,"88 km NW of Vallenar, Chile"
1598938179438,-27.9801,-71.2842,19.22,5.4,"83 km NW of Vallenar, Chile"
1598934996982,-27.968,-71.2008,28.0,5.1,"80 km NNW of Vallenar, Chile"
1598934602173,-28.0315,-71.2662,16.18,6.3,"78 km NW of Vallenar, Chile"
1598934046447,-27.951,-71.1538,22.86,5.1,"79 km NNW of Vallenar, Chile"
1598933368470,-27.9686,-71.3062,21.0,6.8,"86 km NW of Vallenar, Chile"
1598921477028,58.7196,158.9837,10.0,5.6,"69 km SW of Palana, Russia"
1598908682693,-35.4385,-15.6138,10.0,5.9,Tristan da Cunha region
1598905688904,-54.9713,-130.1897,10.0,5.8,Pacific-Antarctic Ridge
1598894644946,-4.0158,70.1973,10.0,6.1,Chagos Archipelago region
1598845012608,27.8389,53.1455,10.0,5.2,"40 km NE of Mohr, Iran"
1598822429757,0.7821,-29.8656,10.0,6.5,central Mid-Atlantic Ridge
1598794007649,-36.8243,177.2948,10.0,5.1,"128 km NE of Maketu, New Zealand"
1598783513616,-62.3466,-58.2941,4.61,5.4,South Shetland Islands
1598705119140,-36.8572,177.1265,10.0,5.0,"115 km E of Tairua, New Zealand"
1598687167788,-14.635,-177.7578,10.0,5.2,"52 km SE of Alo, Wallis and Futuna"
1598629625845,-36.8973,177.1856,10.0,5.6,"116 km NE of Maketu, New Zealand"
1598581458151,-54.7673,1.4756,10.0,5.9,Bouvet Island region
1598564381883,-22.7761,-112.2218,10.0,5.3,Easter Island region
1598545970249,-52.7976,140.6048,10.0,5.2,west of Macquarie Island
1598530035628,23.1636,93.3258,10.0,5.3,"26 km E of North Vanlaiphai, India"
1598504419766,-5.545,151.769,35.0,5.0,"143 km SSW of Kokopo, Papua New Guinea"
1598398078019,-6.6509,104.6542,35.0,5.0,"133 km WSW of Labuan, Indonesia"
1598385775179,-5.5625,151.9682,35.18,5.1,"138 km SSW of Kokopo, Papua New Guinea"
1598382532908,-5.5454,151.8365,22.0,6.2,"141 km SSW of Kokopo, Papua New Guinea"
1598382438933,-5.5786,152.0573,10.0,5.0,"138 km S of Kokopo, Papua New Guinea"
1598382281328,-5.5708,151.804,10.0,5.5,"145 km SSW of Kokopo, Papua New Guinea"
1598382178437,-5.5579,151.8638,23.0,6.0,"141 km SSW of Kokopo, Papua New Guinea"
1598339721830,12.7194,58.2031,10.0,5.2,Owen Fracture Zone region
1598332691310,-4.0329,-80.815,28.0,5.5,"9 km WNW of Papayal, Peru"
1598309397667,-21.7664,-175.4399,20.01,5.3,"69 km SSW of Vaini, Tonga"
1598305869259,9.5785,-84.6376,20.0,6.0,"4 km SSW of Jacó, Costa Rica"
1598289295764,-15.2904,-174.088,10.0,5.6,"79 km NNW of Hihifo, Tonga"
1598278393708,-3.7469,29.2579,10.0,5.0,"32 km NW of Rumonge, Burundi"
1598264672414,-4.0266,101.0051,10.0,5.0,"142 km W of Bengkulu, Indonesia"
1598252629166,-11.1806,34.5975,10.0,5.0,"11 km SSW of Liuli, Tanzania"
1598229918418,-28.5053,-177.1145,41.73,5.4,Kermadec Islands region
1598204281436,-9.6512,108.1878,10.0,5.2,"248 km SSW of Sidareja, Indonesia"
1598201207434,-4.7912,152.6752,47.42,5.4,"67 km SE of Kokopo, Papua New Guinea"
1598097528512,-49.8998,-115.6265,10.0,5.6,southern East Pacific Rise
1598092282685,31.0513,141.7219,10.0,5.2,"Izu Islands, Japan region"
1598091689589,-7.1347,-12.9698,10.0,5.5,Ascension Island region
1598085481740,-7.1849,-12.972,10.0,5.8,"178 km ENE of Georgetown, Saint Helena"
1598056775576,-4.0808,100.9938,21.0,5.5,"144 km WSW of Bengkulu, Indonesia"
1597982991930,-6.71,123.4649,624.0,6.9,"222 km SSE of Katabu, Indonesia"
1597941310468,54.2149,-162.7756,52.9,5.0,"82 km SSE of False Pass, Alaska"
1597886184711,5.2484,-78.5237,10.0,5.3,"132 km WNW of Pizarro, Colombia"
1597866359171,54.943,-160.3142,43.89,5.1,"45 km SSE of Sand Point, Alaska"
1597866358767,54.8846,-160.3189,36.4,5.1,"51 km SSE of Sand Point, Alaska"
1597790348354,-4.4556,100.9629,15.2,5.0,"161 km WSW of Bengkulu, Indonesia"
1597789764731,-4.2069,101.2411,26.0,6.9,"122 km WSW of Bengkulu, Indonesia"
1597789439497,-4.3217,101.1347,22.0,6.8,"138 km WSW of Bengkulu, Indonesia"
1597775313740,55.02,-157.9389,14.3,5.1,"125 km SE of Perryville, Alaska"
1597725632916,-36.3626,52.2739,10.0,5.8,Southwest Indian Ridge
1597709028566,12.0257,124.1272,10.0,6.6,"13 km E of San Pedro, Philippines"
1597689012759,-52.5403,26.6096,10.0,5.0,south of Africa
1597678233530,31.5366667,-115.6613333,16.22,5.12,"88km ESE of Maneadero, B.C., MX"
1597668885655,-9.365,152.4101,10.0,5.4,"236 km NE of Samarai, Papua New Guinea"
1597664738732,-17.5424,-12.9763,10.0,5.4,southern Mid-Atlantic Ridge
1597657955520,15.2832,-45.6982,10.0,5.2,northern Mid-Atlantic Ridge
1597657932102,-18.076,-178.3657,583.53,5.1,"245 km E of Levuka, Fiji"
1597649222373,36.8978,23.77,95.34,5.0,"56 km SSE of Ýdra, Greece"
1597608350279,51.2142,-171.088,18.0,5.8,"241 km ESE of Atka, Alaska"
1597562550425,6.4605,123.476,582.59,5.2,"62 km W of Bantogon, Philippines"
1597559190821,1.6852,122.9813,422.66,5.2,"127 km N of Gorontalo, Indonesia"
1597547930046,-19.2414,-70.2937,60.36,5.1,"84 km S of Arica, Chile"
1597546386021,20.345,122.2032,13.59,5.0,"26 km ESE of Basco, Philippines"
1597542280903,-59.6341,-26.4525,85.08,5.0,South Sandwich Islands region
1597530560740,-22.7378,-112.2942,10.0,5.1,Easter Island region
1597488521480,-22.7539,-112.4921,10.0,5.0,Easter Island region
1597475531735,-9.3551,114.0643,54.48,5.0,"106 km SSW of Muncar, Indonesia"
1597473637719,-22.7578,-112.3155,10.0,5.8,Easter Island region
1597466706300,-6.0131,152.6569,10.0,5.0,"189 km SSE of Kokopo, Papua New Guinea"
1597437275468,-15.7132,-72.1145,10.0,5.0,"2 km NNW of Huambo, Peru"
1597411295017,-10.4428,124.3686,10.0,5.1,"65 km S of Soe, Indonesia"
1597397450185,17.9884,-105.8403,10.0,5.3,"180 km SSW of Emiliano Zapata, Mexico"
1597396302545,-24.3223,-175.8127,10.0,5.0,south of Tonga
1597330494766,-7.3547,39.8115,10.0,5.1,"64 km NNE of Kilindoni, Tanzania"
1597300800548,53.4301,-163.7134,28.0,5.7,"156 km ESE of Akutan, Alaska"
1597272045802,28.0443,65.9578,13.98,5.6,"57 km SSW of Surab, Pakistan"
1597271558305,19.8876,121.2803,10.0,5.5,"95 km SW of Basco, Philippines"
1597253401933,48.8009,154.8268,42.73,5.0,"228 km SSW of Severo-Kuril’sk, Russia"
1597252396180,-7.3327,39.8126,17.55,6.0,"66 km NNE of Kilindoni, Tanzania"
1597227980386,1.3943,126.4031,34.64,5.1,"127 km WNW of Ternate, Indonesia"
1597217982434,-55.3679,-35.9725,10.0,5.0,South Georgia Island region
1597189362340,-23.9136,-175.5742,10.0,5.0,"292 km SSW of ‘Ohonua, Tonga"
1597143217148,-28.0933,-176.4705,10.0,5.1,Kermadec Islands region
1597101914134,-3.901,-12.3642,10.0,5.0,north of Ascension Island
1597068807331,16.8638,-85.8536,10.0,5.7,"45 km N of Savannah Bight, Honduras"
1597023553764,-23.478,-115.1858,10.0,5.0,southern East Pacific Rise
1597016553593,-53.0167,11.5801,10.0,5.7,southwest of Africa
1596990632347,-41.6958,42.6202,10.0,5.3,Prince Edward Islands region
1596985074166,55.0487,-157.9354,22.1,5.1,"122 km SE of Perryville, Alaska"
1596976933079,0.9296,-27.7257,10.0,5.5,central Mid-Atlantic Ridge
1596974857650,36.4743333,-81.0865,4.14,5.1,"4 km SE of Sparta, North Carolina"
1596964579840,34.2257,45.5918,10.0,5.0,"36 km SW of Sarpol-e Z?ah?b, Iran"
1596948771328,-9.6788,118.9168,10.0,5.0,"135 km SSE of Dompu, Indonesia"
1596904351658,-9.6376,118.9854,10.0,5.0,"128 km SSW of Komodo, Indonesia"
1596897774082,54.7143,-161.1058,38.61,5.5,"79 km SSW of Sand Point, Alaska"
1596891177860,54.7713,-158.1884,27.5,5.4,"140 km SSE of Perryville, Alaska"
1596883549201,-9.7772,118.992,10.0,5.3,"140 km W of Waingapu, Indonesia"
1596882244269,-9.5261,118.952,10.0,5.1,"119 km SSW of Komodo, Indonesia"
1596881869530,-9.6563,119.0873,10.0,5.1,"126 km SSW of Komodo, Indonesia"
1596846907997,43.2428,87.671,10.0,5.3,"62 km S of Ürümqi, China"
1596780937835,36.5497,6.2708,10.0,5.0,"3 km NNE of Sidi Mérouane, Algeria"
1596775181731,-22.6118,173.2101,44.0,5.0,southeast of the Loyalty Islands
1596769239724,-3.8635,126.2062,10.0,5.3,"220 km W of Ambon, Indonesia"
1596757004553,-41.6794,42.4486,10.0,6.3,Prince Edward Islands region
1596752289292,-15.8386,-74.8369,45.0,5.3,"50 km W of Atiquipa, Peru"
1596728084170,33.7517,136.7776,376.26,5.2,"63 km ESE of Owase, Japan"
1596722258347,-22.7517,-112.2933,10.0,5.2,Easter Island region
1596683193732,37.4219,138.6742,165.32,5.1,"12 km ENE of Kashiwazaki, Japan"
1596661924926,-4.647,143.6725,80.01,5.0,"78 km SW of Angoram, Papua New Guinea"
1596650042336,36.1405,141.8415,28.0,5.3,"101 km ENE of Hasaki, Japan"
1596644260635,54.5622,-161.0906,6.6,5.1,"94 km SSW of Sand Point, Alaska"
1596629136589,-16.0944,168.065,181.88,6.4,"69 km E of Lakatoro, Vanuatu"
1596617285981,87.386,7.0685,10.0,5.3,north of Svalbard
1596616032019,-9.6826,119.1179,10.0,5.1,"125 km W of Waingapu, Indonesia"
1596594059554,-28.3128,-176.4362,10.0,5.0,Kermadec Islands region
1596589284576,-24.1379,-175.4365,10.0,5.0,south of Tonga
1596585071030,-1.7797,100.1815,48.42,5.1,"93 km SSW of Padang, Indonesia"
1596568671654,13.3483,-92.0069,5.48,5.8,"105 km S of Champerico, Guatemala"
1596563458504,-5.7475,148.2943,170.82,5.4,"102 km NNE of Finschhafen, Papua New Guinea"
1596558678873,-12.5623,166.6146,70.0,5.6,"177 km NW of Sola, Vanuatu"
1596545238769,54.7206,-161.1384,35.0,5.2,"79 km SSW of Sand Point, Alaska"
1596540096914,34.4743,140.3786,75.02,5.0,"73 km SE of Tateyama, Japan"
1596533857015,38.1878,38.698,10.0,5.6,"18 km NNE of Sincik, Turkey"
1596489379928,-61.4142,161.4239,10.0,5.6,Balleny Islands region
1596467288454,-7.2463,-77.8311,15.22,5.0,"26 km ENE of Shirac, Peru"
1596455812129,-19.5898,-69.1855,101.56,5.5,"122 km NE of Iquique, Chile"
1596443470259,17.1128,147.3479,10.0,5.4,"270 km NE of Saipan, Northern Mariana Islands"
1596417496682,-17.3341,-174.2525,92.41,5.2,"148 km N of Neiafu, Tonga"
1596386665797,-0.3408,124.3637,40.98,5.0,"174 km SE of Gorontalo, Indonesia"
1596377747741,-5.1005,145.3651,120.66,5.4,"48 km WNW of Madang, Papua New Guinea"
1596360597474,-3.0983,148.9161,10.0,5.9,"216 km WSW of Kavieng, Papua New Guinea"
1596337293864,-20.8168,173.4732,10.0,5.7,Vanuatu region
1596311149285,-22.8055,-175.8836,20.28,5.6,"189 km SSW of ‘Ohonua, Tonga"
1596309725163,-3.1951,148.6496,10.0,6.1,"199 km SE of Lorengau, Papua New Guinea"
1596308929710,-3.1882,148.7475,10.0,5.7,"207 km SE of Lorengau, Papua New Guinea"
1596301741952,7.2932,124.1331,483.0,6.4,"11 km SW of Polloc, Philippines"
1596273437522,-22.9245,-13.5001,10.0,5.5,southern Mid-Atlantic Ridge
1596270326767,-16.344,-72.6021,79.63,5.1,"31 km NNE of El Cardo, Peru"
1596215160724,-7.497,156.8102,403.49,5.2,"67 km N of Gizo, Solomon Islands"
1596211458052,-5.6123,151.7881,35.0,5.2,"150 km SSW of Kokopo, Papua New Guinea"
1596189814412,-14.1413,-72.8739,56.4,5.0,"17 km ENE of Pachaconas, Peru"
1596189736044,-8.8214,152.7763,10.0,5.6,D'Entrecasteaux Islands region
1596175601589,8.5416,126.5987,28.0,5.7,"34 km ENE of Hinatuan, Philippines"
1596136610124,-19.0784,-173.3356,10.0,5.7,"83 km SE of Neiafu, Tonga"
1596125298839,54.8358,-158.1711,33.9,5.0,"134 km SSE of Perryville, Alaska"
1596077478501,-3.4399,131.1422,10.0,5.3,"247 km E of Amahai, Indonesia"
1596069356884,30.6287,141.7721,14.25,5.8,"Izu Islands, Japan region"
1596041470619,-16.7975,-173.459,12.68,5.0,"100 km SSE of Hihifo, Tonga"
1596016857182,-59.6952,-26.3941,83.63,5.0,South Sandwich Islands region
1596013936363,54.9443,-160.3298,39.0,5.6,"44 km SSE of Sand Point, Alaska"
1595940171754,54.9042,-160.3077,41.88,5.0,"49 km SSE of Sand Point, Alaska"
1595923423215,54.7905,-161.2041,35.15,6.1,"75 km SW of Sand Point, Alaska"
1595893024629,-6.144,70.3292,10.0,5.3,Chagos Archipelago region
1595878477979,54.9365,-160.3108,37.48,5.5,"46 km SSE of Sand Point, Alaska"
1595871165227,9.0183,126.2681,43.39,5.8,"3 km N of La Paz, Philippines"
1595767949779,24.2781,122.4614,56.29,5.2,"58 km WSW of Yonakuni, Japan"
1595735959516,-60.5823,-25.3469,10.0,5.2,South Sandwich Islands region
1595733147561,6.3617,126.8851,92.9,5.3,"78 km E of Pondaguitan, Philippines"
1595728425663,-14.5973,166.7348,42.2,5.2,"61 km NW of Port-Olry, Vanuatu"
